58,1416,
58,1952,
58,405,
58,1843,
58,2328,
58,351,
58,183,
58,1970,
58,248,
58,992,
1283,2258,
1283,1121,
1447,574,
1889,447,
1889,99,
2910,1562,
2910,579,
2910,1862,
2910,1748,
2910,1062,
2910,200,
2910,2479,
2910,2381,
2910,425,
2910,2555,
1336,2447,
1336,1303,
1336,1526,
1336,950,
1336,1478,
1336,1839,
1336,2575,
2551,1809,
2551,2064,
2551,2492,
2551,2451,
2551,2598,
2551,2051,
2551,947,
2551,815,
2551,2431,
2551,2502,
2551,2614,
2551,2368,
2551,2037,
2551,2883,
2551,2821,
2551,473,
2551,1027,
2551,2068,
2551,1906,
2551,1273,
2551,636,
2551,255,
2551,1874,
2551,1042,
2551,100,
2551,762,
2551,942,
2551,2132,
2551,2295,
2551,1926,
2551,633,
2551,371,
2551,766,
2551,51,
2551,1103,
2551,1180,
1345,1318,
2456,8,
2456,1111,
2456,882,
2456,2267,
2456,1894,
2456,1399,
2456,2658,
2456,2308,
2456,1928,
1662,1006,
1662,2938,
211,2099,
211,1732,
211,80,
316,612,
2096,2710,
2542,107,
2542,2593,
2542,661,
1601,1513,
1601,61,
1601,1029,
1601,60,
1601,1951,
1601,1373,
1601,2586,
1601,2792,
2397,2876,
861,45,
1425,36,
2881,1491,
2881,2252,
2881,64,
2881,1385,
2881,176,
2881,1382,
2881,1400,
2881,2789,
2881,1122,
2881,1710,
2881,754,
2881,1078,
2881,1169,
2881,123,
1454,1591,
1454,336,
1454,1490,
1454,2846,
1454,79,
2371,549,
2371,2305,
2371,1485,
2371,452,
2371,1681,
2371,634,
2371,2137,
2371,870,
2371,1635,
733,477,
2556,319,
2556,2654,
2556,2953,
403,2588,
403,2186,
711,2832,
711,2046,
711,1177,
711,1365,
711,2794,
711,260,
711,1714,
711,2395,
711,1764,
711,787,
711,1920,
711,2278,
711,595,
711,407,
2546,737,
2546,1587,
2546,1132,
2546,1175,
2693,841,
2693,1629,
1407,813,
1407,750,
1407,693,
1407,2124,
1407,1080,
396,2682,
396,1789,
396,2242,
396,2719,
396,381,
396,1443,
396,779,
2283,2058,
2283,1253,
2283,1116,
2283,227,
2309,1056,
2309,1991,
2309,2820,
2309,2671,
1943,1266,
1943,757,
1943,187,
1943,2684,
1943,1060,
1943,111,
1943,1978,
1943,1643,
1943,1573,
352,1252,
352,346,
352,1140,
2854,964,
2854,2033,
2854,1878,
2854,1588,
2854,1191,
2854,1594,
2854,1217,
2854,507,
2854,1582,
2854,1092,
1631,1190,
1631,1496,
2661,2024,
2661,31,
2661,282,
2661,2653,
2661,1940,
2661,2727,
2661,1822,
289,1514,
2316,2894,
2316,1899,
2316,1428,
504,567,
9,2805,
9,1072,
9,553,
9,148,
479,190,
479,1521,
479,283,
479,1243,
2092,2443,
2092,2967,
2092,185,
2092,2722,
2092,2925,
2092,2776,
2092,682,
2092,2592,
2092,1235,
2092,1024,
2092,1391,
2092,1251,
2092,2019,
2092,2874,
2092,252,
2092,2581,
2092,1149,
2215,1279,
2215,2377,
2215,234,
2215,2185,
2215,2951,
2215,469,
2215,231,
2215,2256,
2215,2918,
2215,2276,
2215,172,
2262,2702,
2262,1758,
2577,2050,
2577,2780,
2577,2150,
2577,2960,
662,1536,
662,1628,
662,558,
662,1005,
662,2840,
662,2358,
662,853,
662,1176,
662,2440,
662,547,
662,630,
662,2432,
662,1300,
662,660,
662,1226,
662,1686,
662,581,
662,1873,
662,65,
662,866,
662,5,
662,2506,
662,1206,
662,2069,
167,573,
167,265,
167,597,
167,697,
167,1876,
167,2255,
1241,793,
1241,490,
1241,137,
1241,2014,
1241,1561,
1241,483,
1241,2139,
1241,71,
1241,2344,
1241,456,
1241,1975,
1241,2130,
1241,1500,
1241,953,
1241,406,
1241,2569,
1241,360,
1241,2042,
1241,1812,
1241,807,
1241,1441,
1241,1992,
1241,245,
1241,144,
1241,1199,
1241,2692,
1241,1654,
1241,384,
1241,1525,
1241,1728,
1241,1888,
1241,745,
1241,1030,
1241,1648,
1241,2293,
1291,269,
1291,864,
1291,2510,
1291,2055,
1291,401,
1291,163,
1291,106,
1291,890,
1291,2335,
1291,1765,
1291,820,
1291,1522,
1291,691,
1291,2662,
1291,1196,
1291,274,
1291,1847,
1291,1745,
1291,1875,
1291,1306,
386,2842,
386,644,
386,1933,
386,1342,
386,741,
386,1948,
386,599,
386,2465,
386,292,
386,2708,
386,39,
386,2448,
386,1227,
386,2807,
386,2504,
386,2390,
386,816,
386,1126,
386,680,
966,1977,
966,1783,
670,158,
670,2730,
670,1025,
670,2884,
670,158,
670,518,
2056,1205,
2056,1518,
1754,2227,
2080,1960,
1642,654,
1642,2823,
896,1617,
896,905,
896,2956,
994,1796,
49,1174,
49,2120,
1338,2001,
2413,2327,
2413,901,
2413,2383,
2413,2336,
2413,1367,
2413,1885,
2413,985,
2413,1650,
2413,180,
2413,730,
2413,1781,
2413,2493,
2413,1414,
2413,895,
2413,1476,
2413,1466,
2413,1607,
2413,1461,
2413,253,
2413,2709,
2413,2191,
2413,2631,
2413,2417,
2413,170,
2413,2194,
2413,2138,
2413,903,
521,250,
538,432,
2537,2948,
2537,2912,
2537,502,
2537,2531,
85,1819,
85,206,
85,2182,
85,508,
85,2598,
85,2051,
85,947,
85,815,
85,2431,
85,2502,
85,2614,
85,2368,
85,2037,
85,2821,
85,473,
85,2068,
85,1906,
85,1273,
85,636,
85,255,
85,1874,
85,1042,
85,100,
85,762,
85,942,
85,2132,
85,2295,
85,1926,
85,633,
85,371,
85,766,
85,51,
85,1103,
85,1180,
2554,336,
2554,1490,
2554,2846,
2554,79,
2554,844,
1051,1591,
1051,2161,
1954,179,
1954,1936,
1954,2741,
1954,550,
1553,1542,
1553,2149,
1553,545,
2547,549,
2547,2305,
2547,1485,
2547,452,
2547,1681,
2547,634,
2547,2137,
2547,870,
2547,1635,
2385,2374,
2385,458,
2385,506,
2385,477,
2385,892,
2392,2654,
2392,2953,
1981,319,
2603,2046,
2603,1177,
2603,1365,
2603,2794,
2603,260,
2603,1714,
2603,2395,
2603,2373,
2603,1362,
2603,1327,
2603,2548,
2603,595,
2045,2832,
290,1656,
290,1918,
290,748,
1982,714,
1982,2196,
1982,589,
1982,919,
1982,2406,
1123,52,
338,858,
338,2213,
338,318,
1596,1775,
1596,984,
1596,2352,
1596,457,
1596,1054,
756,574,
756,787,
756,2278,
2634,1809,
2634,2064,
2634,2451,
2843,2471,
2843,1443,
2783,2113,
2783,1546,
710,367,
710,1175,
1010,1699,
1010,2670,
1010,2813,
1010,123,
1010,503,
1010,2588,
1010,2461,
704,1132,
704,1402,
704,2208,
704,2152,
704,2360,
704,28,
704,166,
704,716,
704,1611,
704,2914,
704,1474,
704,551,
704,809,
704,1968,
704,737,
704,911,
704,1978,
704,1643,
704,1573,
1695,1104,
1695,1009,
1695,2647,
1695,1112,
1695,2823,
1695,2147,
1695,736,
1814,1016,
1814,202,
1814,2712,
1814,222,
119,1629,
2954,813,
2954,1649,
2954,602,
2954,2936,
1421,693,
1743,750,
1743,2533,
2235,980,
2235,2607,
2235,1292,
2235,133,
2235,2270,
2235,1080,
1998,2207,
1998,917,
1998,1789,
1998,381,
379,2682,
379,2242,
379,2719,
379,779,
2801,1075,
1524,774,
1524,1548,
1524,2323,
96,2492,
1462,2058,
1462,2341,
1462,356,
2862,1253,
2862,16,
2862,2579,
347,227,
963,2164,
963,1991,
398,1056,
398,2820,
259,1151,
2100,2671,
2382,1135,
2382,2782,
2382,628,
2382,35,
1353,757,
1353,2053,
1353,187,
1353,2684,
1353,1060,
1353,1049,
1353,1312,
1353,1953,
1353,2649,
1353,1171,
1353,2142,
1353,2638,
1353,1036,
1353,2686,
1353,626,
1353,936,
1353,868,
1353,2931,
1353,75,
1353,2926,
1353,2086,
1353,2766,
1353,88,
1353,220,
1353,228,
1353,998,
1353,975,
1353,32,
1353,1865,
1353,210,
1353,991,
1353,0,
1353,880,
1353,967,
1353,1782,
1353,1944,
1353,1406,
1353,1852,
1353,2333,
1353,2101,
1353,1715,
1353,257,
1353,1046,
1353,2175,
1353,2317,
1353,2197,
1353,2299,
1353,2562,
1353,2251,
1353,1354,
1353,2160,
1353,2897,
1353,951,
1353,2090,
1353,1102,
1353,1697,
1353,18,
1353,2224,
1353,2924,
1353,2038,
1353,475,
1353,247,
1353,1410,
1353,681,
1353,2481,
1353,2337,
1353,2718,
1353,1659,
1353,142,
1353,1157,
1353,847,
1353,199,
1353,334,
1353,141,
1353,674,
1353,246,
1353,1278,
1353,2957,
1353,1793,
1353,1603,
1353,1567,
1353,838,
1353,1915,
1353,78,
1353,1127,
1353,354,
1353,2611,
1353,1319,
1353,2320,
1353,1360,
1353,1069,
1353,472,
1353,218,
1353,1999,
1353,2756,
1353,2928,
1353,1590,
1353,273,
1353,1774,
1353,2272,
1353,512,
1353,1798,
1353,345,
1353,1408,
1353,899,
1353,995,
1353,205,
1353,1942,
1353,1438,
1353,1563,
1353,385,
1353,2652,
1353,1026,
1353,370,
1353,1411,
1353,2062,
1353,271,
1353,2495,
2219,353,
2219,1162,
2732,1706,
2732,2831,
2732,2135,
2732,783,
885,2804,
1215,111,
1215,1859,
1647,653,
725,1152,
725,1545,
433,1324,
433,1559,
433,2264,
433,1528,
433,1495,
433,238,
433,2885,
433,2254,
433,1432,
433,699,
433,2211,
433,912,
433,2958,
433,2571,
433,178,
433,1994,
433,800,
433,872,
433,669,
433,2031,
433,326,
433,932,
433,1481,
2420,346,
2420,1209,
2420,632,
1363,1252,
1363,323,
2476,498,
2476,533,
996,2033,
996,1878,
996,2436,
996,1594,
996,1217,
996,1588,
397,964,
397,1817,
397,618,
397,2332,
1021,1569,
1021,1427,
1021,1337,
1021,2847,
1913,1191,
1913,1216,
2595,528,
2595,1736,
2595,1694,
2700,212,
2700,2206,
2656,696,
2656,1269,
2656,708,
1041,1381,
1041,603,
1041,1231,
826,876,
826,2932,
2845,1997,
2845,2517,
2845,1190,
2298,377,
2298,1138,
2298,1496,
2676,31,
2676,282,
2676,2653,
2004,2024,
11,1940,
11,1909,
11,409,
11,74,
11,383,
11,827,
11,2321,
11,320,
11,46,
1455,2892,
1455,656,
1455,1424,
1455,2563,
1455,1155,
1455,1114,
1842,66,
1842,818,
1842,1160,
1842,441,
1842,2901,
1842,1822,
1842,666,
2052,1473,
2052,286,
2052,1514,
583,2177,
583,2894,
583,1899,
583,1428,
957,2111,
957,2564,
957,537,
1298,567,
1298,390,
1298,1256,
1298,2799,
1298,1927,
1298,1179,
1298,2365,
1298,471,
1298,1083,
1298,2023,
1298,1734,
1298,22,
1298,2391,
1811,2805,
1811,38,
1811,2800,
1811,1265,
1811,1479,
1811,1824,
1811,1560,
1811,2416,
1811,2386,
1811,1712,
1811,1664,
1811,2296,
1811,2458,
1811,1508,
1811,2223,
1811,2812,
1811,1962,
1811,2271,
1811,2622,
1811,2765,
1811,2438,
1811,1109,
1811,2941,
1811,2266,
1811,1234,
1811,1938,
1811,1167,
1811,2549,
1811,1612,
1811,1044,
1811,33,
1811,2701,
1811,771,
